ICD_CODE	ICD_NAME	IS_CURRENT_ICD	IP_USAGE	SNOMED_CID	SNOMED_FSN
33.25	Open biopsy of bronchus	1	8.2E-05	5632009	Open biopsy of bronchus (procedure)
99.64	Carotid sinus stimulation	1	8.2E-05	63319008	Stimulation of carotid sinus (procedure)
16.1	Removal of penetrating foreign body from eye, not otherwise specified	1	8.2E-05	67546003	Removal of penetrating foreign body from eye (procedure)
34.83	Closure of fistula of diaphragm	1	7.8E-05	10272008	Closure of fistula of diaphragm (procedure)
28.6	Adenoidectomy without tonsillectomy	1	7.8E-05	119954001	Adenoid excision (procedure)
20.23	Incision of middle ear	1	7.8E-05	12481008	Incision of middle ear (procedure)
44.21	Dilation of pylorus by incision	1	7.8E-05	173795001	Open dilatation of pylorus (procedure)
72.9	Unspecified instrumental delivery	1	7.8E-05	236974004	Instrumental delivery (procedure)
62.91	Aspiration of testis	1	7.8E-05	708618006	Aspiration of testis (procedure)
69.01	Dilation and curettage for termination of pregnancy	1	7.8E-05	29682007	Dilation and curettage for termination of pregnancy (procedure)
73.91	External version to assist delivery	1	7.8E-05	387678005	External obstetrical version (procedure)
82.42	Delayed suture of flexor tendon of hand	1	7.8E-05	47672008	Delayed suture of flexor tendons of hand (procedure)
66.01	Salpingotomy	1	7.8E-05	55771003	Incision of fallopian tube (procedure)
69.42	Closure of fistula of uterus	1	7.8E-05	58661008	Closure of fistula of uterus (procedure)
36.2	Heart revascularization by arterial implant	1	7.8E-05	63077009	Implantation of blood vessels into myocardium (procedure)
14.21	Destruction of chorioretinal lesion by diathermy	1	7.8E-05	82948008	Destruction of chorioretinal lesion by diathermy (procedure)
24.2	Gingivoplasty	1	7.4E-05	173346003	Gingivoplasty (procedure)
77.06	Sequestrectomy of patella	1	7.4E-05	25522008	Sequestrectomy of patella (procedure)
07.12	Open biopsy of adrenal gland	1	7.4E-05	307987001	Surgical biopsy of adrenal gland (procedure)
08.73	Reconstruction of eyelid involving lid margin, full-thickness	1	7.4E-05	32529000	Reconstruction of eyelid, full-thickness, involving lid margin (procedure)
60.93	Repair of prostate	1	7.4E-05	41292000	Repair of prostate (procedure)
38.11	Endarterectomy of intracranial vessels	1	7.4E-05	44620006	Endarterectomy of intracranial artery (procedure)
96.51	Irrigation of eye	1	7.4E-05	49999004	Irrigation of eye proper (procedure)
66.8	Insufflation of fallopian tube	1	7.4E-05	50020006	Inflation of fallopian tube (procedure)
76.66	Total osteoplasty [osteotomy] of maxilla	1	7.4E-05	61520005	Total osteoplasty of maxilla (procedure)
34.85	Implantation of diaphragmatic pacemaker	1	7.4E-05	61952002	Implantation of diaphragmatic pacemaker (procedure)
93.03	Prosthetic evaluation	1	7.4E-05	64111008	Physical medicine evaluation and review for prosthetic program (procedure)
16.71	Removal of ocular implant	1	7.4E-05	76167004	Removal of ocular implant (procedure)
11.49	Excision of cornea NOS	1	7E-05	108143005	Cornea excision (procedure)
93.18	Breathing exercise	1	7E-05	12895002	Physiotherapeutic breathing exercise (regime/therapy)
82.71	Tendon pulley reconstruction of hand	1	7E-05	27106001	Reconstruction of tendon pulley of hand (procedure)
35.13	Open heart valvuloplasty of pulmonary valve without replacement	1	7E-05	37577007	Open heart valvuloplasty of pulmonary valve without replacement (procedure)
19.52	Type II tympanoplasty	1	7E-05	398107003	Type 2 tympanoplasty (procedure)
35.91	Interatrial transposition of venous return	1	7E-05	40250003	Interatrial transposition of venous return (procedure)
76.96	Injection of therapeutic substance into temporomandibular joint	1	7E-05	53163005	Injection of therapeutic substance into temporomandibular joint (procedure)
51.95	Removal of prosthetic device from bile duct	1	7E-05	58094005	Removal of prosthesis of bile duct (procedure)
88.24	Skeletal x-ray of upper limb, not otherwise specified	1	7E-05	72872009	Skeletal X-ray of upper limb (procedure)
08.86	Lower eyelid rhytidectomy	1	7E-05	80885007	Rhytidectomy of lower eyelid (procedure)
65.22	Wedge resection of ovary	1	6.6E-05	116173004	Wedge resection of ovary (procedure)
12.73	Cyclophotocoagulation	1	6.6E-05	35137007	Photocoagulation of ciliary body (procedure)
47.91	Appendicostomy	1	6.6E-05	42332004	Fistulization of appendix (procedure)
99.53	Prophylactic vaccination against arthropod-borne viral encephalitis	1	6.6E-05	570001	Vaccination for arthropod-borne viral encephalitis (procedure)
11.60	Corneal transplant, not otherwise specified	1	6.6E-05	60656008	Corneal transplant (procedure)
42.85	Repair of esophageal stricture	1	6.6E-05	82293009	Repair of esophageal stricture (procedure)
20.93	Repair of oval and round windows	1	6.6E-05	84657001	Repair of oval and round windows (procedure)
89.56	Carotid pulse tracing with ECG lead	1	6.6E-05	85038003	Tracing of carotid pulse with electrocardiogram lead (regime/therapy)
63.92	Epididymotomy	1	6.2E-05	11665006	Incision of epididymis (procedure)
77.23	Wedge osteotomy of radius and ulna	1	6.2E-05	13417007	Wedge osteotomy of radius and ulna (procedure)
69.95	Incision of cervix	1	6.2E-05	386623008	Incision of uterine cervix (procedure)
93.58	Application of pressure trousers	1	6.2E-05	448970001	Application of pressure trouser (procedure)
88.36	Lymphangiogram of lower limb	1	6.2E-05	48858003	Lymphangiography of lower extremity (procedure)
81.24	Arthrodesis of elbow	1	6.2E-05	58494002	Arthrodesis of elbow (procedure)
42.53	Intrathoracic esophageal anastomosis with interposition of small bowel	1	6.2E-05	60581003	Intrathoracic esophageal anastomosis with interposition of small bowel (procedure)
35.35	Operations on trabeculae carneae cordis	1	6.2E-05	78268008	Operation on trabeculae carneae cordis (procedure)
82.22	Excision of lesion of muscle of hand	1	6.2E-05	9940005	Excision of lesion of muscle of hand (procedure)
19.6	Revision of tympanoplasty	1	5.8E-05	172698000	Revision of tympanoplasty (procedure)
18.21	Excision of preauricular sinus	1	5.8E-05	232154007	Excision of preauricular sinus (procedure)
51.91	Repair of laceration of gallbladder	1	5.8E-05	27191003	Repair of laceration of gallbladder (procedure)
93.43	Intermittent skeletal traction	1	5.8E-05	287634002	Intermittent skeletal traction (procedure)
26.42	Closure of salivary fistula	1	5.8E-05	3166003	Closure of fistula of salivary gland (procedure)
35.82	Total repair of total anomalous pulmonary venous connection	1	5.8E-05	339909005	Correction of total anomalous pulmonary venous connection, one-stage (procedure)
67.61	Suture of laceration of cervix	1	5.8E-05	392252001	Suture of cervix (procedure)
68.0	Hysterotomy	1	5.8E-05	42253005	Incision of uterus (procedure)
48.61	Transsacral rectosigmoidectomy	1	5.8E-05	81092009	Transsacral rectosigmoidectomy (procedure)
04.71	Hypoglossal-facial anastomosis	1	5.8E-05	867007	Facial-hypoglossal nerve anastomosis (procedure)
56.85	Ureteropexy	1	5.8E-05	87258008	Ureteropexy (procedure)
88.86	Blood vessel thermography	1	5.8E-05	89240007	Blood vessel thermography (procedure)
39.21	Caval-pulmonary artery anastomosis	1	5.3E-05	175249005	Anastomosis of vena cava to pulmonary artery (procedure)
60.12	Open biopsy of prostate	1	5.3E-05	176268002	Open biopsy of prostate (procedure)
93.15	Mobilization of spine	1	5.3E-05	229408004	Mobilization of the spine (regime/therapy)
89.43	Cardiovascular stress test using bicycle ergometer	1	5.3E-05	26046004	Cardiovascular stress test using bicycle ergometer (procedure)
98.16	Removal of intraluminal foreign body from uterus without incision	1	5.3E-05	28136008	Removal of intraluminal foreign body from uterus without incision (procedure)
82.31	Bursectomy of hand	1	5.3E-05	2854000	Bursectomy of hand (procedure)
27.41	Labial frenectomy	1	5.3E-05	45205003	Excision of labial frenulum (procedure)
95.24	Electronystagmogram [ENG]	1	5.3E-05	59851008	Electronystagmogram (procedure)
07.64	Total excision of pituitary gland, transfrontal approach	1	5.3E-05	67749007	Total excision of pituitary gland by transfrontal approach (procedure)
85.25	Excision of nipple	1	5.3E-05	72577009	Excision of nipple (procedure)
66.91	Aspiration of fallopian tube	1	5.3E-05	78328007	Aspiration of fallopian tube (procedure)
75.50	Repair of current obstetric laceration of uterus, not otherwise specified	1	5.3E-05	9724000	Repair of current obstetric laceration of uterus (procedure)
21.85	Augmentation rhinoplasty	1	4.9E-05	172765001	Augmentation rhinoplasty (procedure)
50.51	Auxiliary liver transplant	1	4.9E-05	174426002	Heterotopic liver transplant (procedure)
10.0	Removal of embedded foreign body from conjunctiva by incision	1	4.9E-05	223217009	Removal of embedded foreign body from conjunctiva by incision (procedure)
34.74	Repair of pectus deformity	1	4.9E-05	264949009	Correction of pectus deformity (procedure)
99.97	Fitting of denture	1	4.9E-05	271422003	Fit denture (procedure)
66.63	Bilateral partial salpingectomy, not otherwise specified	1	4.9E-05	287935004	Bilateral partial fallopian removal (procedure)
10.21	Biopsy of conjunctiva	1	4.9E-05	303636000	Conjunctival biopsy (procedure)
48.41	Soave submucosal resection of rectum	1	4.9E-05	275014009	Soave endorectal pull-through operation for Hirschsprung's disease (procedure)
68.21	Division of endometrial synechiae	1	4.9E-05	50871007	Intraluminal hysterolysis (procedure)
66.02	Salpingostomy	1	4.9E-05	60463004	Salpingostomy (procedure)
85.24	Excision of ectopic breast tissue	1	4.9E-05	6189002	Excision of aberrant tissue of breast (procedure)
77.22	Wedge osteotomy of humerus	1	4.9E-05	64301005	Wedge osteotomy of humerus (procedure)
16.62	Revision and reinsertion of ocular implant	1	4.9E-05	67554001	Revision and reinsertion of ocular implant (procedure)
84.45	Fitting of prosthesis above knee	1	4.9E-05	79527007	Fitting of prosthesis above knee (procedure)
09.43	Probing of nasolacrimal duct	1	4.9E-05	90246009	Probing of nasolacrimal duct (procedure)
73.51	Manual rotation of fetal head	1	4.5E-05	112927003	Manual rotation of fetal head (procedure)
31.91	Division of laryngeal nerve	1	4.5E-05	13819004	Division of laryngeal nerve (procedure)
94.24	Chemical shock therapy	1	4.5E-05	17706009	Chemical shock therapy (procedure)
49.72	Anal cerclage	1	4.5E-05	22781005	Anal cerclage (procedure)
74.3	Removal of ectopic abdominal pregnancy	1	4.5E-05	387709005	Removal of ectopic fetus from abdominal cavity (procedure)
15.11	Recession of one extraocular muscle	1	4.5E-05	91578009	Recession of eye muscle (procedure)
33.0	Incision of bronchus	1	4.5E-05	49045006	Incision of bronchus (procedure)
70.11	Hymenotomy	1	4.5E-05	50638005	Incision of hymen (procedure)
80.52	Intervertebral chemonucleolysis	1	4.5E-05	54460006	Chemonucleolysis (procedure)
78.75	Osteoclasis of femur	1	4.5E-05	62562000	Osteoclasis of femur (procedure)
46.24	Delayed opening of ileostomy	1	4.5E-05	77596003	Ileostomy, delayed opening (procedure)
84.91	Amputation, not otherwise specified	1	4.5E-05	81723002	Amputation (procedure)
99.47	Vaccination against rubella	1	4.5E-05	82314000	Rubella vaccination (procedure)
12.66	Postoperative revision of scleral fistulization procedure	1	4.5E-05	91552000	Postoperative revision of scleral fistulization procedure (procedure)
95.03	Extended ophthalmologic work-up	1	4.5E-05	78831002	Comprehensive eye examination (procedure)
88.46	Arteriography of placenta	1	4.1E-05	168882002	Placental vasography (procedure)
64.42	Release of chordee	1	4.1E-05	176560005	Release of chordee (procedure)
99.91	Acupuncture for anesthesia	1	4.1E-05	182614009	Acupuncture for anesthesia (procedure)
09.11	Biopsy of lacrimal gland	1	4.1E-05	197922007	Biopsy of lacrimal gland (procedure)
44.93	Insertion of gastric bubble (balloon)	1	4.1E-05	20794002	Insertion of gastric balloon (procedure)
08.33	Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis	1	4.1E-05	359637008	Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis (procedure)
99.37	Vaccination against pertussis	1	4.1E-05	39343008	Pertussis vaccination (procedure)
93.13	Resistive exercise	1	4.1E-05	40454005	Resistive exercise (regime/therapy)
30.01	Marsupialization of laryngeal cyst	1	4.1E-05	53580003	Marsupialization of cyst of larynx (procedure)
06.93	Suture of thyroid gland	1	4.1E-05	56433002	Thyroidorrhaphy (procedure)
89.33	Digital examination of enterostomy stoma	1	4.1E-05	57474008	Digital examination of enterostomy stoma (procedure)
65.93	Manual rupture of ovarian cyst	1	4.1E-05	76806008	Manual rupture of ovarian cyst (procedure)
87.05	Contrast dacryocystogram	1	4.1E-05	78002002	Contrast dacryocystogram (procedure)
35.63	Repair of endocardial cushion defect with tissue graft	1	4.1E-05	7981009	Repair of endocardial cushion defect with tissue graft (procedure)
65.21	Marsupialization of ovarian cyst	1	4.1E-05	80629001	Marsupialization of ovarian cyst (procedure)
89.13	Neurologic examination	1	4.1E-05	84728005	Neurological examination (procedure)
07.44	Repair of adrenal gland	1	4.1E-05	86291009	Repair of adrenal gland (procedure)
99.27	Iontophoresis	1	4.1E-05	91480001	Iontophoresis procedure (regime/therapy)
26.21	Marsupialization of salivary gland cyst	1	4.1E-05	709100000	Marsupialization of cyst of salivary gland (procedure)
60.71	Percutaneous aspiration of seminal vesicle	1	3.7E-05	10788009	Percutaneous aspiration of seminal vesicle (procedure)
64.43	Construction of penis	1	3.7E-05	176532008	Construction of penis (procedure)
84.44	Implantation of prosthetic device of arm	1	3.7E-05	1906007	Insertion of prosthesis or prosthetic device of arm, bioelectric or cineplastic (procedure)
70.76	Hymenorrhaphy	1	3.7E-05	176660002	Repair of hymen (procedure)
31.61	Suture of laceration of larynx	1	3.7E-05	24611008	Suture of laceration of larynx (procedure)
11.41	Mechanical removal of corneal epithelium	1	3.7E-05	259718008	Mechanical removal of corneal epithelium (procedure)
16.63	Revision of enucleation socket with graft	1	3.7E-05	29560008	Repair of eyeball socket with graft (procedure)
43.81	Partial gastrectomy with jejunal transposition	1	3.7E-05	359579006	Partial gastrectomy with jejunal transposition (procedure)
95.25	Electromyogram of eye [EMG]	1	3.7E-05	39029006	Electromyogram examination of eye (procedure)
63.93	Incision of spermatic cord	1	3.7E-05	43382003	Incision of spermatic cord (procedure)
35.92	Creation of conduit between right ventricle and pulmonary artery	1	3.7E-05	44777001	Creation of conduit between right ventricle and pulmonary artery (procedure)
03.96	Percutaneous denervation of facet	1	3.7E-05	50055008	Percutaneous denervation of facet (procedure)
41.41	Marsupialization of splenic cyst	1	3.7E-05	71794007	Marsupialization of splenic cyst (procedure)
20.94	Injection of tympanum	1	3.7E-05	79289006	Injection of tympanum (procedure)
27.73	Repair of uvula	1	3.7E-05	83733001	Repair of uvula (procedure)
35.01	Closed heart valvotomy, aortic valve	1	3.3E-05	112814001	Closed heart valvotomy of aortic valve (procedure)
48.72	Closure of proctostomy	1	3.3E-05	174310002	Closure of proctostomy (procedure)
58.92	Excision of periurethral tissue	1	3.3E-05	176846001	Excision of periurethral tissue (procedure)
88.83	Bone thermography	1	3.3E-05	19671003	Bone thermography (procedure)
82.84	Repair of mallet finger	1	3.3E-05	199044008	Repair of mallet finger (procedure)
95.11	Fundus photography	1	3.3E-05	20067007	Ocular fundus photography (procedure)
09.12	Biopsy of lacrimal sac	1	3.3E-05	202568006	Biopsy of lacrimal sac (procedure)
93.34	Diathermy	1	3.3E-05	21825005	Diathermy (procedure)
24.8	Occlusal adjustment	1	3.3E-05	234726008	Occlusal adjustment (procedure)
48.92	Anorectal myectomy	1	3.3E-05	235369008	Anal myectomy (procedure)
93.82	Educational therapy	1	3.3E-05	2458006	Educational therapy (procedure)
60.82	Excision of periprostatic tissue	1	3.3E-05	359926005	Excision of periprostatic tissue (procedure)
14.22	Destruction of chorioretinal lesion by cryotherapy	1	3.3E-05	37002005	Destruction of chorioretinal lesion by cryotherapy (procedure)
84.00	Upper limb amputation, not otherwise specified	1	3.3E-05	400136002	Amputation of upper limb (procedure)
03.52	Repair of spinal myelomeningocele	1	3.3E-05	42839003	Repair of myelomeningocele (procedure)
88.68	Impedance phlebography	1	3.3E-05	43370007	Impedance phlebography (procedure)
16.81	Repair of wound of orbit	1	3.3E-05	44102003	Repair of orbit wound (procedure)
07.71	Exploration of pituitary fossa	1	3.3E-05	446071005	Exploration of pituitary fossa (procedure)
12.35	Coreoplasty	1	3.3E-05	4581005	Coreoplasty (procedure)
12.00	Removal of intraocular foreign body from anterior segment of eye, not otherwise specified	1	3.3E-05	54362002	Removal of intraocular foreign body from anterior segment of eye (procedure)
08.35	Repair of blepharoptosis by tarsal technique	1	3.3E-05	56130008	Repair of blepharoptosis by tarsal technique (procedure)
87.13	Temporomandibular contrast arthrogram	1	3.3E-05	58746000	Arthrogram of temporomandibular joint (procedure)
11.1	Incision of cornea	1	3.3E-05	62935003	Incision of cornea (procedure)
77.97	Total ostectomy of tibia and fibula	1	3.3E-05	82824000	Total ostectomy of tibia and fibula (procedure)
78.72	Osteoclasis of humerus	1	3.3E-05	84412001	Osteoclasis of humerus (procedure)
82.32	Excision of tendon of hand for graft	1	3.3E-05	85620000	Excision of tendon of hand for graft (procedure)
85.48	Bilateral extended radical mastectomy	1	3.3E-05	456903003	Bilateral extended radical mastectomy (procedure)
80.70	Synovectomy, unspecified site	1	3.3E-05	778031009	Synovectomy of joint (procedure)
14.55	Repair of retinal detachment with photocoagulation of unspecified type	1	2.9E-05	78917001	Repair of retina for retinal detachment by photocoagulation (procedure)
64.94	Fitting of external prosthesis of penis	1	2.9E-05	112907004	Fitting of external prosthetic device on penis (procedure)
68.14	Open biopsy of uterine ligaments	1	2.9E-05	116233004	Open biopsy of uterine ligament (procedure)
87.14	Contrast radiogram of orbit	1	2.9E-05	168800007	Contrast radiography orbit (procedure)
82.92	Aspiration of bursa of hand	1	2.9E-05	1811008	Aspiration of bursa of hand (procedure)
08.71	Reconstruction of eyelid involving lid margin, partial-thickness	1	2.9E-05	19629004	Reconstruction of eyelid, partial-thickness, involving lid margin (procedure)
79.41	Closed reduction of separated epiphysis of humerus	1	2.9E-05	25605000	Closed reduction of separated epiphysis of humerus (procedure)
08.23	Excision of major lesion of eyelid, partial-thickness	1	2.9E-05	29654000	Excision of lesion of eyelid, major, partial-thickness (procedure)
08.82	Repair of laceration involving lid margin, partial-thickness	1	2.9E-05	361157006	Repair of eyelid laceration, partial-thickness involving lid margin (procedure)
67.33	Cryoconization of cervix	1	2.9E-05	392019004	Excision of cervix by cryoconization (procedure)
55.94	Replacement of pyelostomy tube	1	2.9E-05	398291001	Replacement of pyelostomy tube (procedure)
09.21	Excision of lesion of lacrimal gland	1	2.9E-05	447149006	Excision of lesion of lacrimal gland (procedure)
76.94	Open reduction of temporomandibular dislocation	1	2.9E-05	44886000	Open reduction of temporomandibular dislocation (procedure)
39.96	Total body perfusion	1	2.9E-05	5182000	Total body perfusion (procedure)
35.02	Closed heart valvotomy, mitral valve	1	2.9E-05	6433003	Closed heart valvotomy of mitral valve (procedure)
31.63	Revision of laryngostomy	1	2.9E-05	65128001	Revision of stoma of larynx (procedure)
35.60	Repair of unspecified septal defect of heart with tissue graft	1	2.9E-05	65184001	Closure of septal defect of heart with tissue graft (procedure)
51.92	Closure of cholecystostomy	1	2.9E-05	65657001	Take-down of stoma of gallbladder (procedure)
93.73	Esophageal speech training	1	2.9E-05	66488001	Esophageal speech training (regime/therapy)
29.92	Division of glossopharyngeal nerve	1	2.9E-05	69572003	Glossopharyngeal neurotomy (procedure)
13.70	Insertion of pseudophakos, not otherwise specified	1	2.9E-05	69724002	Insertion of prosthetic intraocular lens (procedure)
60.81	Incision of periprostatic tissue	1	2.9E-05	78114007	Incision of periprostatic tissue (procedure)
07.53	Partial excision of pineal gland	1	2.9E-05	81338003	Partial excision of pineal gland (procedure)
35.54	Repair of endocardial cushion defect with prosthesis	1	2.9E-05	8703004	Repair of endocardial cushion defect with prosthesis (procedure)
52.97	Endoscopic insertion of nasopancreatic drainage tube	1	2.9E-05	87124007	Endoscopic insertion of nasopancreatic drainage tube (procedure)
14.02	Removal of foreign body from posterior segment of eye without use of magnet	1	2.9E-05	90997007	Removal of foreign body from posterior segment of eye without use of magnet (procedure)
99.13	Immunization for autoimmune disease	1	2.5E-05	22850005	Immunization for autoimmune disease (procedure)
35.34	Infundibulectomy	1	2.5E-05	233065007	Right ventricular outflow tract muscle resection (procedure)
08.02	Severing of blepharorrhaphy	1	2.5E-05	25212003	Reopening of blepharorrhaphy (procedure)
58.42	Closure of urethrostomy	1	2.5E-05	287763009	Urethrostomy closure (procedure)
11.92	Removal of artificial implant from cornea	1	2.5E-05	4350002	Removal of implant of cornea (procedure)
07.17	Biopsy of pineal gland	1	2.5E-05	446070006	Biopsy of pineal gland (procedure)
79.10	Closed reduction of fracture with internal fixation, unspecified site	1	2.5E-05	47264000	Closed reduction of fracture with internal fixation (procedure)
48.91	Incision of rectal stricture	1	2.5E-05	47705001	Incision of rectal stricture (procedure)
96.42	Irrigation of pancreatic tube	1	2.5E-05	56742005	Irrigation of pancreatic tube (procedure)
66.22	Bilateral endoscopic ligation and division of fallopian tubes	1	2.5E-05	63626003	Bilateral endoscopic ligation and division of fallopian tubes (procedure)
62.12	Open biopsy of testis	1	2.5E-05	708619003	Open biopsy of testis (procedure)
18.72	Reattachment of amputated ear	1	2.5E-05	6682007	Reattachment of amputated ear (procedure)
82.81	Transfer of finger, except thumb	1	2.5E-05	71501009	Transfer of finger, except thumb (procedure)
88.25	Pelvimetry	1	2.5E-05	75014006	Pelvimetry (procedure)
48.65	Duhamel resection of rectum	1	2.5E-05	76062007	Duhamel operation, abdominoperineal pull-through (procedure)
63.94	Lysis of adhesions of spermatic cord	1	2.5E-05	80639007	Lysis of adhesions of spermatic cord (procedure)
04.72	Accessory-facial anastomosis	1	2.1E-05	12392008	Facial-accessory nerve anastomosis (procedure)
96.31	Gastric cooling	1	2.1E-05	182663008	Gastric cooling therapy (procedure)
86.85	Correction of syndactyly	1	2.1E-05	19199006	Repair of syndactyly (procedure)
46.60	Fixation of intestine, not otherwise specified	1	2.1E-05	20246000	Fixation of intestine (procedure)
42.12	Exteriorization of esophageal pouch	1	2.1E-05	20880009	Exteriorization of esophageal pouch (procedure)
63.73	Vasectomy	1	2.1E-05	22523008	Vasectomy (procedure)
27.62	Correction of cleft palate	1	2.1E-05	234890003	Repair of cleft palate (procedure)
41.00	Bone marrow transplant, not otherwise specified	1	2.1E-05	23719005	Transplantation of bone marrow (procedure)
25.92	Lingual frenectomy	1	2.1E-05	23933004	Excision of lingual frenum (procedure)
13.66	Mechanical fragmentation of secondary membrane [after cataract]	1	2.1E-05	33481008	Mechanical fragmentation of secondary membrane (procedure)
09.41	Probing of lacrimal punctum	1	2.1E-05	33925007	Probing of lacrimal punctum (procedure)
60.92	Injection into prostate	1	2.1E-05	34511006	Injection of prostate (procedure)
87.11	Full-mouth x-ray of teeth	1	2.1E-05	446463003	Full mouth x-ray of teeth (procedure)
11.22	Biopsy of cornea	1	2.1E-05	44716001	Biopsy of cornea (procedure)
93.71	Dyslexia training	1	2.1E-05	50260001	Dyslexia training (procedure)
20.61	Fenestration of inner ear (initial)	1	2.1E-05	5807005	Fenestration of inner ear, initial (procedure)
65.95	Release of torsion of ovary	1	2.1E-05	61473007	Detorsion of ovary (procedure)
19.54	Type IV tympanoplasty	1	2.1E-05	68514001	Tympanoplasty type IV with air pocket over round window (procedure)
76.61	Closed osteoplasty [osteotomy] of mandibular ramus	1	2.1E-05	70280004	Closed osteoplasty of mandibular ramus (procedure)
15.3	Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes	1	2.1E-05	71206003	Operation on two or more extraocular muscles involving temporary detachment from globe, one or both eyes (procedure)
70.31	Hymenectomy	1	2.1E-05	72757000	Hymenectomy (procedure)
02.14	Choroid plexectomy	1	2.1E-05	75601006	Excision of choroid plexus (procedure)
94.36	Play psychotherapy	1	2.1E-05	76075007	Play therapy (regime/therapy)
09.0	Incision of lacrimal gland	1	2.1E-05	7613004	Dacryoadenotomy (procedure)
79.00	Closed reduction of fracture without internal fixation, unspecified site	1	2.1E-05	76524001	Closed reduction of fracture without internal fixation (procedure)
62.7	Insertion of testicular prosthesis	1	2.1E-05	77171007	Insertion of testicular prosthesis (procedure)
14.26	Destruction of chorioretinal lesion by radiation therapy	1	2.1E-05	85257004	Destruction of chorioretinal lesion by radiation therapy (procedure)
94.26	Subconvulsive electroshock therapy	1	1.6E-05	11075005	Subconvulsive electroshock therapy (procedure)
88.82	Ocular thermography	1	1.6E-05	11819005	Ocular thermography (procedure)
89.11	Tonometry	1	1.6E-05	164729009	Tonometry (procedure)
27.63	Revision of cleft palate repair	1	1.6E-05	173388007	Revision of repair of cleft palate (procedure)
18.5	Surgical correction of prominent ear	1	1.6E-05	17747007	Repair of prominent or protruding ear (procedure)
93.14	Training in joint movements	1	1.6E-05	183314008	Joint movement training (regime/therapy)
81.20	Arthrodesis of unspecified joint	1	1.6E-05	19578002	Arthrodesis (procedure)
89.12	Nasal function study	1	1.6E-05	19587006	Nasal function study (procedure)
76.70	Reduction of facial fracture, not otherwise specified	1	1.6E-05	20013001	Reduction of fracture of facial bone (procedure)
96.44	Vaginal douche	1	1.6E-05	21397001	Douche of vagina (procedure)
28.4	Excision of tonsil tag	1	1.6E-05	2171001	Excision of tonsil tag (procedure)
69.94	Manual replacement of inverted uterus	1	1.6E-05	237022007	Manual replacement of inverted uterus (procedure)
95.32	Prescription, fitting, and dispensing of contact lens	1	1.6E-05	2488002	Prescription, fitting and dispensing of contact lens (procedure)
78.30	Limb lengthening procedures, unspecified site	1	1.6E-05	288057006	Bone lengthening (procedure)
96.21	Dilation of frontonasal duct	1	1.6E-05	30574003	Dilation of frontonasal duct (procedure)
77.93	Total ostectomy of radius and ulna	1	1.6E-05	32447009	Total ostectomy of radius and ulna (procedure)
02.01	Opening of cranial suture	1	1.6E-05	396221000	Opening of cranial suture (procedure)
65.24	Laparoscopic wedge resection of ovary	1	1.6E-05	444624003	Laparoscopic wedge resection of ovary (procedure)
05.24	Presacral sympathectomy	1	1.6E-05	44850001	Presacral sympathectomy (procedure)
16.61	Secondary insertion of ocular implant	1	1.6E-05	4765003	Insertion of ocular implant following or secondary to enucleation (procedure)
55.95	Local perfusion of kidney	1	1.6E-05	4929000	Local perfusion of kidney (procedure)
87.31	Endotracheal bronchogram	1	1.6E-05	55498000	Endotracheal bronchography (procedure)
60.72	Incision of seminal vesicle	1	1.6E-05	5690004	Incision of seminal vesicle (procedure)
03.21	Percutaneous chordotomy	1	1.6E-05	62706003	Spinal percutaneous cordotomy (procedure)
19.11	Stapedectomy with incus replacement	1	1.6E-05	67059003	Stapedectomy with incus replacement (procedure)
15.5	Transposition of extraocular muscles	1	1.6E-05	68845007	Transposition of eye muscle (procedure)
07.41	Incision of adrenal gland	1	1.6E-05	70018007	Incision of adrenal gland (procedure)
11.63	Penetrating keratoplasty with autograft	1	1.6E-05	70969005	Penetrating keratoplasty with autograft (procedure)
88.12	Pelvic gas contrast radiography	1	1.6E-05	71599004	Gas contrast radiography of pelvis (procedure)
12.41	Destruction of lesion of iris, nonexcisional	1	1.6E-05	73689008	Destruction of lesion of iris (procedure)
46.04	Resection of exteriorized segment of large intestine	1	1.6E-05	76192001	Mikulicz operation, resection of large intestine, second stage (procedure)
75.52	Repair of current obstetric laceration of corpus uteri	1	1.6E-05	9724000	Repair of current obstetric laceration of uterus (procedure)
91.41	Bacterial smear of specimen from female genital tract	1	1.2E-05	608908002	Microscopic examination of bacterial smear of specimen from female genital tract (procedure)
66.73	Salpingo-salpingostomy	1	1.2E-05	11707008	Repair of fallopian tube (procedure)
77.92	Total ostectomy of humerus	1	1.2E-05	12155001	Total ostectomy of humerus (procedure)
19.0	Stapes mobilization	1	1.2E-05	22128006	Stapes mobilization (procedure)
09.52	Incision of lacrimal canaliculi	1	1.2E-05	2442008	Incision of lacrimal canaliculus (procedure)
07.00	Exploration of adrenal field, not otherwise specified	1	1.2E-05	766744003	Incision and exploration of adrenal gland (procedure)
82.83	Repair of macrodactyly	1	1.2E-05	25827007	Repair of macrodactyly (procedure)
73.21	Internal and combined version without extraction	1	1.2E-05	26688007	Internal and combined version without extraction (procedure)
87.08	Cervical lymphangiogram	1	1.2E-05	3256004	Cervical lymphangiogram (procedure)
